incident_id,source_field,source_value,mapped_ethics_issue,mapped_application_area,mapping_reason
241,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
372,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
372,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
271,text_for_classification,autopilot,,Autonomous driving,Matched autonomous-driving terms.
271,text_for_classification,killed,Physical safety,,"Matched physical harm, collision, or fatality terms."
391,text_for_classification,facial recognition,,Identity authentication,Matched identity verification or biometric authentication terms.
391,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
278,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
278,text_for_classification,antisemitic,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
1222,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1222,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
398,text_for_classification,autopilot,,Autonomous driving,Matched autonomous-driving terms.
398,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
314,text_for_classification,stable diffusion,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
314,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
303,text_for_classification,healthcare provider,,Smart healthcare,Matched healthcare or clinical terms.
303,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
529,text_for_classification,stable diffusion,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
529,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
313,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
313,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
369,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
369,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
786,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
786,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
397,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
397,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
350,text_for_classification,robot,,Intelligent service robots,Matched robotics or embodied-system terms.
350,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
351,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
351,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
339,text_for_classification,homework,,AI education,Matched education-related deployment terms.
339,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
352,text_for_classification,gpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
352,text_for_classification,prompt injection,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
426,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
426,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
384,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
384,text_for_classification,killed,Physical safety,,"Matched physical harm, collision, or fatality terms."
383,text_for_classification,google home,,Smart home,Matched home-assistant or smart-home terms.
383,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
385,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
385,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
377,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
377,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
451,text_for_classification,stable diffusion,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
451,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
904,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
